"","smoc2_normal1","smoc2_normal3","smoc2_normal4","smoc2_fibrosis1","smoc2_fibrosis2","smoc2_fibrosis3","smoc2_fibrosis4"
"ENSMUSG00000078902",11,19,1,57,35,44,41
"ENSMUSG00000078903",0,0,0,0,0,0,0
"ENSMUSG00000078905",0,1,0,2,1,3,5
"ENSMUSG00000078906",0,1,0,0,1,0,2
"ENSMUSG00000078907",1,7,10,9,5,11,7
"ENSMUSG00000078908",524,548,635,1114,918,845,788
"ENSMUSG00000078912",0,0,0,0,0,0,0
"ENSMUSG00000078915",2,1,15,221,2,144,112
"ENSMUSG00000078917",0,1,2,1,0,0,0
"ENSMUSG00000078919",142,190,213,254,190,222,198
"ENSMUSG00000078920",40,50,59,626,548,451,445
"ENSMUSG00000078921",14,33,29,250,305,200,249
"ENSMUSG00000078922",24,30,45,542,686,472,756
"ENSMUSG00000078923",6,6,15,12,12,12,14
"ENSMUSG00000078924",0,0,0,0,0,0,0
"ENSMUSG00000078925",0,0,0,0,2,0,3
"ENSMUSG00000078926",1,1,0,0,0,0,0
"ENSMUSG00000078931",7,16,17,19,15,14,20
"ENSMUSG00000078932",1,1,1,1,0,1,2
"ENSMUSG00000078934",0,0,0,0,0,0,0
"ENSMUSG00000078935",0,0,0,0,0,0,0
"ENSMUSG00000078937",39,45,55,11,15,10,7
"ENSMUSG00000078938",0,0,0,0,0,0,0
"ENSMUSG00000078940",0,1,5,0,0,0,0
"ENSMUSG00000078941",220,297,288,453,311,384,338
"ENSMUSG00000078942",10,8,7,94,57,63,72
"ENSMUSG00000078945",29,58,36,264,160,170,190
"ENSMUSG00000078949",54,50,68,9,13,23,30
"ENSMUSG00000078952",0,0,0,4,0,3,0
"ENSMUSG00000078953",0,0,0,0,0,0,0
"ENSMUSG00000078954",65,81,92,357,279,344,299
"ENSMUSG00000078955",0,0,0,0,0,0,0
"ENSMUSG00000078956",1,1,1,1,2,0,1
"ENSMUSG00000078957",0,0,0,1,0,0,0
"ENSMUSG00000078958",0,0,0,1,0,0,0
"ENSMUSG00000078962",0,0,0,0,0,0,0
"ENSMUSG00000078963",129,143,170,70,59,77,72
"ENSMUSG00000078964",14,11,5,0,0,0,0
"ENSMUSG00000078965",1,2,3,1,0,1,2
"ENSMUSG00000078967",12,6,7,4,11,6,4
"ENSMUSG00000078970",270,278,327,420,332,367,324
"ENSMUSG00000078972",0,0,0,0,1,0,0
"ENSMUSG00000078974",9,26,11,30,27,27,19
"ENSMUSG00000078982",0,0,0,2,0,1,0
"ENSMUSG00000078984",0,0,1,0,0,0,0
"ENSMUSG00000078994",64,58,64,249,177,235,218
"ENSMUSG00000078995",20,14,40,80,58,71,75
"ENSMUSG00000078998",0,0,0,0,0,0,0
"ENSMUSG00000079000",18,5,13,14,18,22,8
"ENSMUSG00000079001",0,0,1,1,0,1,0
"ENSMUSG00000079003",734,1034,999,1818,1477,1812,1155
"ENSMUSG00000079005",0,0,0,0,0,0,0
"ENSMUSG00000079006",0,0,0,0,0,0,0
"ENSMUSG00000079007",0,0,0,0,0,0,0
"ENSMUSG00000079008",0,3,2,3,2,2,1
"ENSMUSG00000079009",0,0,0,1,0,0,1
"ENSMUSG00000079010",0,0,0,0,0,0,0
"ENSMUSG00000079011",0,0,5,0,0,0,0
"ENSMUSG00000079012",0,1,0,107,3,1,4
"ENSMUSG00000079013",0,0,0,0,1,0,0
"ENSMUSG00000079014",15,11,14,441,204,131,213
"ENSMUSG00000079015",0,0,0,0,0,0,0
"ENSMUSG00000079016",0,0,0,0,0,0,0
"ENSMUSG00000079017",40,86,30,979,535,778,490
"ENSMUSG00000079018",871,1114,770,1985,1305,1184,1407
"ENSMUSG00000079019",14,7,6,22,18,29,12
"ENSMUSG00000079020",974,987,1385,1954,1475,1431,1303
"ENSMUSG00000079022",1,0,0,0,2,0,5
"ENSMUSG00000079024",0,0,0,0,0,0,0
"ENSMUSG00000079025",0,0,0,0,0,0,0
"ENSMUSG00000079029",0,0,0,0,0,0,0
"ENSMUSG00000079030",0,0,0,0,0,0,0
"ENSMUSG00000079031",0,0,0,0,0,0,0
"ENSMUSG00000079033",0,1,0,5,1,2,0
"ENSMUSG00000079034",0,0,0,0,0,0,0
"ENSMUSG00000079036",271,285,301,641,481,640,494
"ENSMUSG00000079037",5017,6909,7061,5823,4499,5272,5793
"ENSMUSG00000079038",3,7,7,29,18,16,26
"ENSMUSG00000079039",0,0,1,0,0,0,3
"ENSMUSG00000079042",1015,1692,1580,1154,780,785,509
"ENSMUSG00000079043",127,166,145,196,160,170,142
"ENSMUSG00000079045",6,2,0,1,0,0,1
"ENSMUSG00000079048",0,0,0,0,0,0,0
"ENSMUSG00000079049",2,0,0,6,16,3,9
"ENSMUSG00000079051",3,5,7,4,1,0,1
"ENSMUSG00000079053",0,0,0,0,0,3,1
"ENSMUSG00000079055",2,4,5,2,3,6,2
"ENSMUSG00000079056",62,94,25,165,114,211,131
"ENSMUSG00000079057",146,145,145,714,449,610,715
"ENSMUSG00000079058",0,0,0,0,0,0,0
"ENSMUSG00000079061",0,0,1,2,0,1,1
"ENSMUSG00000079064",0,0,0,0,0,0,0
"ENSMUSG00000079065",242,276,251,407,363,254,268
"ENSMUSG00000079067",0,0,0,0,0,0,1
"ENSMUSG00000079069",4,9,1,25,18,30,15
"ENSMUSG00000079070",0,0,0,0,0,0,0
"ENSMUSG00000079071",1,2,0,9,4,2,10
"ENSMUSG00000079076",7,5,5,10,7,12,12
"ENSMUSG00000079083",160,158,176,434,355,409,315
"ENSMUSG00000079084",117,113,141,302,224,197,263
"ENSMUSG00000079091",0,0,0,0,0,0,0
"ENSMUSG00000079092",0,0,0,0,0,0,0
"ENSMUSG00000079093",0,0,0,0,0,0,0
"ENSMUSG00000079101",0,0,0,0,0,0,0
"ENSMUSG00000079103",0,1,0,55,48,57,24
"ENSMUSG00000079104",286,363,431,535,497,363,377
"ENSMUSG00000079105",34,46,14,424,208,255,249
"ENSMUSG00000079108",213,218,240,362,278,325,299
"ENSMUSG00000079109",103,111,102,319,217,254,226
"ENSMUSG00000079110",18,15,6,89,26,67,68
"ENSMUSG00000079111",1377,1663,1772,2907,2461,2642,1992
"ENSMUSG00000079112",0,0,0,3,9,5,0
"ENSMUSG00000079113",0,0,0,0,0,0,0
"ENSMUSG00000079114",0,0,0,0,0,0,0
"ENSMUSG00000079116",0,0,0,0,0,0,0
"ENSMUSG00000079120",0,0,0,1,0,0,0
"ENSMUSG00000079137",2,0,0,1,1,2,0
"ENSMUSG00000079138",1,0,0,0,0,0,0
"ENSMUSG00000079139",45,53,57,117,92,118,79
"ENSMUSG00000079140",0,0,1,0,3,0,1
"ENSMUSG00000079143",0,0,0,3,0,1,1
"ENSMUSG00000079144",48,56,72,197,169,174,180
"ENSMUSG00000079146",0,1,0,1,0,2,2
"ENSMUSG00000079156",0,0,0,0,0,0,0
"ENSMUSG00000079157",0,0,0,1,0,1,0
"ENSMUSG00000079162",7,2,7,7,4,7,3
"ENSMUSG00000079163",1,2,0,0,3,1,0
"ENSMUSG00000079164",18,23,35,51,48,57,38
"ENSMUSG00000079165",2,1,5,5,7,13,1
"ENSMUSG00000079168",0,1,0,1,0,1,0
"ENSMUSG00000079169",0,0,0,0,0,0,0
"ENSMUSG00000079170",0,0,0,0,0,0,0
"ENSMUSG00000079171",0,0,0,0,0,0,0
"ENSMUSG00000079173",37,34,13,37,18,22,23
"ENSMUSG00000079174",0,0,0,0,0,0,0
"ENSMUSG00000079175",0,0,0,2,0,0,0
"ENSMUSG00000079177",21,18,25,18,17,12,19
"ENSMUSG00000079179",386,412,537,655,522,559,487
"ENSMUSG00000079180",0,0,0,0,0,0,0
"ENSMUSG00000079183",0,0,0,0,0,0,0
"ENSMUSG00000079184",322,392,394,703,549,543,621
"ENSMUSG00000079186",1,0,1,4,4,2,6
"ENSMUSG00000079190",0,0,0,3,2,2,3
"ENSMUSG00000079192",0,0,0,2,0,0,0
"ENSMUSG00000079197",707,948,990,2762,2118,2672,2215
"ENSMUSG00000079215",1630,1338,1821,3598,2670,2334,2433
"ENSMUSG00000079222",0,0,0,0,1,1,1
"ENSMUSG00000079223",6,11,6,32,16,11,14
"ENSMUSG00000079224",0,0,0,0,0,0,0
"ENSMUSG00000079225",11,3,3,20,15,7,19
"ENSMUSG00000079227",14,32,26,1061,600,791,1164
"ENSMUSG00000079230",0,0,0,0,0,0,0
"ENSMUSG00000079235",5,8,6,13,10,19,19
"ENSMUSG00000079239",0,0,0,0,0,0,0
"ENSMUSG00000079242",14,17,30,48,33,38,34
"ENSMUSG00000079243",2,8,4,8,9,5,8
"ENSMUSG00000079244",0,0,0,0,0,0,0
"ENSMUSG00000079247",0,0,0,0,0,0,0
"ENSMUSG00000079258",0,1,0,0,0,0,0
"ENSMUSG00000079259",1,1,1,36,33,29,48
"ENSMUSG00000079260",682,755,1113,950,837,866,846
"ENSMUSG00000079261",1009,1280,1446,553,493,656,609
"ENSMUSG00000079262",16630,12276,23563,4655,3174,2363,3393
"ENSMUSG00000079263",51,48,58,18,20,20,19
"ENSMUSG00000079264",0,0,0,0,0,0,0
"ENSMUSG00000079265",0,0,0,0,0,0,0
"ENSMUSG00000079266",0,0,0,0,0,0,0
"ENSMUSG00000079267",0,0,0,0,0,0,0
"ENSMUSG00000079269",0,0,0,0,0,0,0
"ENSMUSG00000079271",0,0,0,0,0,0,0
"ENSMUSG00000079272",0,0,0,0,0,0,0
"ENSMUSG00000079273",0,0,0,0,0,0,0
"ENSMUSG00000079276",0,0,0,0,0,0,0
"ENSMUSG00000079277",48,46,45,95,56,113,78
"ENSMUSG00000079278",0,0,0,0,0,0,0
"ENSMUSG00000079283",46,76,64,133,94,93,78
"ENSMUSG00000079286",0,0,1,3,0,4,3
"ENSMUSG00000079293",29,21,14,1029,432,674,952
"ENSMUSG00000079295",1,0,0,0,0,1,0
"ENSMUSG00000079297",2,1,4,5,3,3,6
"ENSMUSG00000079298",10,4,6,153,84,98,140
"ENSMUSG00000079299",0,0,0,0,0,0,0
"ENSMUSG00000079304",0,0,0,1,4,6,2
"ENSMUSG00000079311",15,17,17,9,8,3,9
"ENSMUSG00000079316",659,757,795,1004,823,1040,822
"ENSMUSG00000079317",105,80,97,149,118,137,114
"ENSMUSG00000079323",1,4,0,4,5,0,5
"ENSMUSG00000079324",0,0,0,0,1,0,0
"ENSMUSG00000079330",0,0,0,2,4,3,1
"ENSMUSG00000079333",0,0,0,0,0,0,0
"ENSMUSG00000079334",1452,2785,949,1299,1245,1801,1192
"ENSMUSG00000079339",37,24,35,34,18,34,13
"ENSMUSG00000079342",0,0,0,0,0,0,0
"ENSMUSG00000079343",17,30,12,266,152,275,216
"ENSMUSG00000079344",0,0,2,0,0,0,0
"ENSMUSG00000079346",0,0,0,0,0,0,0
"ENSMUSG00000079349",0,0,0,0,0,0,0
"ENSMUSG00000079350",0,0,0,0,0,0,0
"ENSMUSG00000079353",0,0,0,0,0,0,0
"ENSMUSG00000079355",20,18,17,20,14,24,15
"ENSMUSG00000079356",0,1,0,0,0,0,0
"ENSMUSG00000079357",2,2,4,4,6,6,1
"ENSMUSG00000079359",0,0,0,0,0,0,1
"ENSMUSG00000079362",0,0,0,0,0,0,0
"ENSMUSG00000079363",119,175,168,666,894,623,633
"ENSMUSG00000079364",1,2,0,0,2,4,4
"ENSMUSG00000079371",0,0,0,0,0,0,0
"ENSMUSG00000079374",0,0,0,0,0,0,0
"ENSMUSG00000079378",0,0,0,0,0,0,0
"ENSMUSG00000079379",0,0,0,0,0,0,0
"ENSMUSG00000079380",0,0,0,0,0,0,0
"ENSMUSG00000079382",0,0,1,0,1,1,1
"ENSMUSG00000079383",0,0,0,0,0,0,0
"ENSMUSG00000079386",0,0,0,0,0,0,0
"ENSMUSG00000079387",0,0,0,0,0,0,0
"ENSMUSG00000079388",0,0,1,1,1,2,4
"ENSMUSG00000079389",0,0,0,0,0,0,0
"ENSMUSG00000079391",0,2,2,0,0,0,0
"ENSMUSG00000079392",0,0,0,0,0,0,0
"ENSMUSG00000079395",0,0,0,0,0,0,0
"ENSMUSG00000079396",0,0,1,2,1,0,0
"ENSMUSG00000079402",0,0,0,0,0,0,0
"ENSMUSG00000079407",0,0,0,0,0,0,0
"ENSMUSG00000079409",0,0,0,0,0,0,0
"ENSMUSG00000079410",0,0,0,0,0,0,0
"ENSMUSG00000079414",2,5,3,34,17,23,14
"ENSMUSG00000079415",5,2,5,7,6,3,14
"ENSMUSG00000079416",0,0,0,0,0,0,0
"ENSMUSG00000079418",279,342,328,380,326,369,372
"ENSMUSG00000079419",9,7,2,383,296,284,395
"ENSMUSG00000079421",0,0,0,0,0,0,0
"ENSMUSG00000079423",0,0,0,0,0,0,0
"ENSMUSG00000079424",0,0,0,0,0,0,0
"ENSMUSG00000079426",865,1063,1224,2362,1883,1961,1776
"ENSMUSG00000079427",140,155,181,243,201,203,211
"ENSMUSG00000079428",0,0,2,4,0,0,1
"ENSMUSG00000079429",37,52,25,159,176,146,145
"ENSMUSG00000079432",0,0,0,0,0,0,0
"ENSMUSG00000079433",0,0,0,0,0,0,0
"ENSMUSG00000079434",213,218,274,136,114,142,147
"ENSMUSG00000079435",1148,1716,1486,3538,2747,3602,2445
"ENSMUSG00000079436",7,3,7,7,3,2,1
"ENSMUSG00000079438",0,0,0,0,0,0,0
"ENSMUSG00000079439",0,0,0,0,0,0,0
"ENSMUSG00000079440",0,0,0,0,0,0,0
"ENSMUSG00000079442",65,97,75,710,533,529,474
"ENSMUSG00000079444",1,6,1,0,1,3,4
"ENSMUSG00000079445",336,217,145,385,321,371,363
"ENSMUSG00000079450",13,10,4,26,13,18,19
"ENSMUSG00000079451",0,0,0,6,14,11,13
"ENSMUSG00000079455",0,0,0,0,1,0,0
"ENSMUSG00000079457",6,5,3,7,5,7,8
"ENSMUSG00000079460",0,0,0,0,1,1,1
"ENSMUSG00000079462",0,1,1,3,4,0,1
"ENSMUSG00000079465",10581,8554,7391,3766,2613,2690,2606
"ENSMUSG00000079466",0,0,0,0,0,0,0
"ENSMUSG00000079467",33,35,20,31,34,36,17
"ENSMUSG00000079469",414,418,453,589,473,550,537
"ENSMUSG00000079470",66,65,104,111,105,91,137
"ENSMUSG00000079471",54,7,19,15,30,64,79
"ENSMUSG00000079476",1,0,0,0,0,0,1
"ENSMUSG00000079477",4242,4625,4993,6788,5468,5885,5631
"ENSMUSG00000079478",226,257,326,468,398,485,308
"ENSMUSG00000079479",0,0,0,0,0,0,0
"ENSMUSG00000079480",107,164,121,230,186,273,195
"ENSMUSG00000079481",616,587,704,775,694,739,722
"ENSMUSG00000079484",103,123,144,190,134,167,124
"ENSMUSG00000079487",1068,996,1152,2394,1820,2041,1919
"ENSMUSG00000079489",6,2,1,8,8,3,9
"ENSMUSG00000079491",349,200,314,746,509,687,793
"ENSMUSG00000079492",7,39,23,6,51,42,62
"ENSMUSG00000079494",583,389,309,92,119,226,244
"ENSMUSG00000079495",629,713,741,39,47,91,67
"ENSMUSG00000079497",46,57,83,119,93,72,29
"ENSMUSG00000079499",45,48,45,268,191,214,181
"ENSMUSG00000079501",4,0,2,1,3,3,2
"ENSMUSG00000079502",13,17,16,21,10,32,22
"ENSMUSG00000079505",8,21,21,53,46,44,54
"ENSMUSG00000079507",61,109,85,113,357,391,410
"ENSMUSG00000079508",189,242,206,103,88,83,72
"ENSMUSG00000079509",536,616,674,1115,923,826,765
"ENSMUSG00000079511",27,43,27,50,47,64,56
"ENSMUSG00000079513",0,0,0,0,0,0,0
"ENSMUSG00000079516",0,0,0,0,0,0,0
"ENSMUSG00000079519",0,0,0,0,0,0,0
"ENSMUSG00000079521",0,0,0,0,0,0,0
"ENSMUSG00000079522",0,0,0,0,0,0,0
"ENSMUSG00000079523",337,671,434,9500,7447,11003,8535
"ENSMUSG00000079524",0,0,2,1,0,0,0
"ENSMUSG00000079525",0,0,0,0,0,0,0
"ENSMUSG00000079528",0,0,0,0,0,0,0
"ENSMUSG00000079531",0,0,0,3,0,1,0
"ENSMUSG00000079532",0,0,0,0,0,0,0
"ENSMUSG00000079534",0,0,0,0,0,0,0
"ENSMUSG00000079536",0,0,0,0,0,0,0
"ENSMUSG00000079537",0,0,0,0,1,2,0
"ENSMUSG00000079539",0,0,0,0,0,0,0
"ENSMUSG00000079542",0,0,0,0,0,0,0
"ENSMUSG00000079543",0,4,0,0,3,0,11
"ENSMUSG00000079544",0,0,0,0,0,0,0
"ENSMUSG00000079546",0,0,0,0,0,0,0
"ENSMUSG00000079547",215,74,204,1275,892,1044,1518
"ENSMUSG00000079550",20,38,34,35,18,34,23
"ENSMUSG00000079553",14,24,24,130,114,107,136
"ENSMUSG00000079554",3,3,5,9,8,13,7
"ENSMUSG00000079555",113,103,95,468,322,408,324
"ENSMUSG00000079557",1229,1462,1382,1820,1342,1614,1286
"ENSMUSG00000079559",10,27,13,104,71,95,65
"ENSMUSG00000079560",278,264,356,549,387,522,359
"ENSMUSG00000079562",1321,1466,1737,3191,2655,2524,2151
"ENSMUSG00000079563",4,3,3,253,419,313,327
"ENSMUSG00000079564",0,0,1,0,0,2,0
"ENSMUSG00000079566",0,0,0,0,0,0,0
"ENSMUSG00000079575",29,11,20,104,74,51,90
"ENSMUSG00000079577",0,0,0,0,0,0,0
"ENSMUSG00000079578",0,0,0,0,0,0,0
"ENSMUSG00000079579",0,0,0,0,0,0,1
"ENSMUSG00000079580",3,6,4,2,7,3,5
"ENSMUSG00000079583",0,0,0,0,0,0,0
"ENSMUSG00000079584",0,0,0,0,0,0,0
"ENSMUSG00000079588",14,22,21,17,21,18,13
"ENSMUSG00000079592",0,0,0,0,0,0,0
"ENSMUSG00000079593",8,11,4,24,17,36,21
"ENSMUSG00000079594",2,0,4,0,0,0,0
"ENSMUSG00000079595",0,0,0,0,0,0,0
"ENSMUSG00000079597",0,0,0,1,0,1,0
"ENSMUSG00000079598",4,6,2,47,15,34,31
"ENSMUSG00000079600",0,0,0,0,0,0,0
"ENSMUSG00000079602",10,5,7,16,12,12,8
"ENSMUSG00000079603",0,0,0,0,0,0,0
"ENSMUSG00000079604",0,0,1,2,1,1,1
"ENSMUSG00000079605",0,0,0,0,0,0,0
"ENSMUSG00000079606",0,0,0,0,1,0,0
"ENSMUSG00000079608",9,13,4,17,16,22,35
"ENSMUSG00000079610",119,134,158,245,174,216,174
"ENSMUSG00000079614",1089,1067,1287,2043,1609,1573,1446
"ENSMUSG00000079619",0,0,0,0,0,0,0
"ENSMUSG00000079620",10,5,1,438,557,503,259
"ENSMUSG00000079625",0,0,0,4,5,4,7
"ENSMUSG00000079626",0,0,0,0,0,0,0
"ENSMUSG00000079627",0,0,0,0,0,0,0
"ENSMUSG00000079628",0,0,0,0,0,0,0
"ENSMUSG00000079629",0,0,0,0,0,0,0
"ENSMUSG00000079630",0,0,0,0,0,0,0
"ENSMUSG00000079633",0,0,0,0,0,0,0
"ENSMUSG00000079635",0,0,0,0,0,0,0
"ENSMUSG00000079636",0,0,0,0,0,0,0
"ENSMUSG00000079637",0,0,0,0,0,0,0
"ENSMUSG00000079638",0,0,0,0,0,0,0
"ENSMUSG00000079639",0,0,0,0,0,0,0
"ENSMUSG00000079641",508,683,570,1746,1254,1434,965
"ENSMUSG00000079642",0,0,0,0,0,0,0
"ENSMUSG00000079644",0,0,0,0,2,1,1
"ENSMUSG00000079645",10,22,12,47,42,37,48
"ENSMUSG00000079649",0,0,0,0,0,0,0
"ENSMUSG00000079652",2,1,0,7,17,5,5
"ENSMUSG00000079654",1,7,3,5,5,9,2
"ENSMUSG00000079655",0,0,0,0,0,0,0
"ENSMUSG00000079657",6,5,6,19,12,14,21
"ENSMUSG00000079658",736,891,827,1293,1090,1292,975
"ENSMUSG00000079659",582,653,706,665,517,694,660
"ENSMUSG00000079666",0,4,2,1,0,0,0
"ENSMUSG00000079669",19,27,24,95,75,95,46
"ENSMUSG00000079671",59,27,58,85,67,89,68
"ENSMUSG00000079677",469,691,653,812,617,860,487
"ENSMUSG00000079679",0,0,0,0,0,0,0
"ENSMUSG00000079681",7,9,6,18,15,15,16
"ENSMUSG00000079685",3,0,1,61,64,34,66
"ENSMUSG00000079693",0,0,0,0,0,0,0
"ENSMUSG00000079694",0,1,0,0,0,1,0
"ENSMUSG00000079697",0,2,1,4,3,2,0
"ENSMUSG00000079698",0,0,0,0,0,0,0
"ENSMUSG00000079699",0,2,0,0,1,2,1
"ENSMUSG00000079700",0,0,0,0,0,0,0
"ENSMUSG00000079701",0,0,0,0,0,0,0
"ENSMUSG00000079702",0,0,0,0,0,0,0
"ENSMUSG00000079703",0,0,0,0,0,0,0
"ENSMUSG00000079704",0,0,0,0,0,0,0
"ENSMUSG00000079705",0,0,0,0,0,0,0
"ENSMUSG00000079707",0,2,0,1,1,6,3
"ENSMUSG00000079710",0,0,0,0,0,0,0
"ENSMUSG00000079711",0,0,0,0,0,2,0
"ENSMUSG00000079722",0,0,0,0,0,0,0
"ENSMUSG00000079737",27,27,35,59,48,53,47
"ENSMUSG00000079740",0,0,0,0,0,0,0
"ENSMUSG00000079741",0,0,0,0,0,0,0
"ENSMUSG00000079764",0,0,0,0,0,0,0
"ENSMUSG00000079773",0,0,0,0,0,0,0
"ENSMUSG00000079774",0,0,0,0,0,0,0
"ENSMUSG00000079794",0,0,0,1,0,0,0
"ENSMUSG00000079800",0,0,0,0,0,0,0
"ENSMUSG00000079806",0,0,0,0,0,0,0
"ENSMUSG00000079808",0,0,0,1,4,1,8
"ENSMUSG00000079834",446,486,604,377,316,312,339
"ENSMUSG00000079842",0,0,0,0,0,0,0
"ENSMUSG00000079845",1,3,1,12,8,7,7
"ENSMUSG00000079852",1,0,1,10,6,7,11
"ENSMUSG00000079853",2,1,1,10,5,4,12
"ENSMUSG00000079871",1,3,2,3,0,4,2
"ENSMUSG00000079875",0,0,0,0,0,0,0
"ENSMUSG00000079884",12,10,14,25,24,6,15
"ENSMUSG00000079889",1,0,0,0,1,5,2
"ENSMUSG00000079890",0,0,0,0,0,0,0
"ENSMUSG00000079892",0,0,0,0,0,0,0
"ENSMUSG00000079893",0,0,0,0,0,0,0
"ENSMUSG00000079906",6,11,9,12,16,13,10
"ENSMUSG00000079915",2,0,0,1,3,2,1
"ENSMUSG00000079941",18,111,111,135,73,99,101
"ENSMUSG00000079942",1,0,1,4,2,3,0
"ENSMUSG00000079962",0,0,0,0,0,0,0
"ENSMUSG00000079963",1,0,0,0,0,1,0
"ENSMUSG00000079965",0,2,1,1,0,3,1
"ENSMUSG00000079966",0,0,0,0,0,0,0
"ENSMUSG00000079988",0,2,0,0,0,0,1
"ENSMUSG00000079993",0,1,0,0,1,0,0
"ENSMUSG00000079998",0,0,0,0,0,0,1
"ENSMUSG00000080002",3,10,5,4,3,2,3
"ENSMUSG00000080006",0,0,0,1,1,1,0
"ENSMUSG00000080021",0,1,3,7,5,7,1
"ENSMUSG00000080046",0,0,0,0,0,0,0
"ENSMUSG00000080050",0,0,0,0,0,0,0
"ENSMUSG00000080051",0,0,0,0,0,0,0
"ENSMUSG00000080054",0,0,0,0,0,0,0
"ENSMUSG00000080057",0,0,0,0,0,0,0
"ENSMUSG00000080058",0,0,0,0,0,0,0
"ENSMUSG00000080059",28,27,29,50,30,64,33
"ENSMUSG00000080065",0,0,0,1,0,0,0
"ENSMUSG00000080069",0,0,0,0,0,0,0
"ENSMUSG00000080071",0,0,0,0,0,0,0
"ENSMUSG00000080072",0,0,0,0,0,0,0
"ENSMUSG00000080073",0,0,0,0,0,0,0
"ENSMUSG00000080076",0,0,0,0,0,0,0
"ENSMUSG00000080078",0,2,0,0,0,0,8
"ENSMUSG00000080115",101,89,79,107,82,152,90
"ENSMUSG00000080142",0,0,0,0,0,0,1
"ENSMUSG00000080152",3,5,1,4,1,6,10
"ENSMUSG00000080155",0,0,0,1,0,0,0
"ENSMUSG00000080158",0,0,0,0,0,0,0
"ENSMUSG00000080175",0,1,0,0,0,0,0
"ENSMUSG00000080180",2,0,1,6,5,2,1
"ENSMUSG00000080186",3,1,1,1,1,10,4
"ENSMUSG00000080193",0,0,0,0,0,0,0
"ENSMUSG00000080198",1,1,1,10,1,6,8
"ENSMUSG00000080205",0,0,0,0,0,0,0
"ENSMUSG00000080222",0,0,0,0,0,0,0
"ENSMUSG00000080223",0,0,0,0,0,0,0
"ENSMUSG00000080227",0,0,0,0,0,1,0
"ENSMUSG00000080237",8,0,1,4,3,1,2
"ENSMUSG00000080241",0,0,0,0,0,0,0
"ENSMUSG00000080242",1596,1849,2286,1405,1121,1376,1546
"ENSMUSG00000080250",0,0,0,0,0,0,0
"ENSMUSG00000080254",0,0,0,0,0,1,2
"ENSMUSG00000080266",0,0,0,0,0,0,0
"ENSMUSG00000080268",499,688,712,1220,977,1234,864
"ENSMUSG00000080283",0,1,0,0,1,0,1
"ENSMUSG00000080298",0,0,0,0,0,0,0
"ENSMUSG00000080299",0,0,0,0,0,0,0
"ENSMUSG00000080300",0,0,0,0,0,0,0
"ENSMUSG00000080303",1,2,2,1,3,3,0
"ENSMUSG00000080316",451,653,500,2384,1548,1877,1473
"ENSMUSG00000080317",0,0,0,1,0,0,0
"ENSMUSG00000080321",0,0,0,0,0,0,0
"ENSMUSG00000080330",0,0,0,0,0,0,0
"ENSMUSG00000080331",0,0,0,0,0,0,0
"ENSMUSG00000080334",0,0,0,0,0,0,0
"ENSMUSG00000080336",0,0,0,0,0,0,0
"ENSMUSG00000080342",0,0,0,0,0,0,0
"ENSMUSG00000080345",0,0,0,0,0,0,0
"ENSMUSG00000080346",0,0,0,1,2,1,3
"ENSMUSG00000080347",0,0,0,0,0,0,0
"ENSMUSG00000080348",0,0,0,0,0,0,0
"ENSMUSG00000080349",0,0,0,0,0,0,0
"ENSMUSG00000080350",0,0,0,0,0,0,0
"ENSMUSG00000080352",0,0,0,0,0,0,0
"ENSMUSG00000080356",1,1,2,12,5,4,3
"ENSMUSG00000080358",0,0,0,0,0,0,0
"ENSMUSG00000080359",0,0,0,0,0,0,0
"ENSMUSG00000080360",0,0,0,0,0,0,0
"ENSMUSG00000080363",0,0,0,0,0,0,0
"ENSMUSG00000080364",4,4,5,9,0,1,3
"ENSMUSG00000080365",1,2,3,0,0,1,0
"ENSMUSG00000080366",0,0,0,0,0,0,0
"ENSMUSG00000080367",0,0,0,0,0,0,0
"ENSMUSG00000080368",0,0,0,0,0,0,0
"ENSMUSG00000080370",0,0,0,1,0,1,0
"ENSMUSG00000080374",0,0,0,0,0,0,0
"ENSMUSG00000080378",0,0,0,0,0,0,0
"ENSMUSG00000080380",0,0,0,0,0,0,0
"ENSMUSG00000080383",0,0,0,1,0,0,0
"ENSMUSG00000080384",0,0,0,0,0,0,0
"ENSMUSG00000080391",0,0,0,0,0,0,0
"ENSMUSG00000080394",0,0,0,0,0,0,0
"ENSMUSG00000080396",0,0,0,1,0,0,3
"ENSMUSG00000080401",0,0,0,0,0,0,0
"ENSMUSG00000080402",0,0,0,0,0,0,0
"ENSMUSG00000080405",0,0,0,0,0,0,0
"ENSMUSG00000080406",0,0,0,0,0,0,0
"ENSMUSG00000080408",0,0,0,0,0,0,1
"ENSMUSG00000080409",0,0,0,0,0,0,0
"ENSMUSG00000080410",0,0,0,0,0,0,0
"ENSMUSG00000080411",0,0,0,0,0,0,0
"ENSMUSG00000080412",0,0,0,0,0,0,0
"ENSMUSG00000080413",0,0,0,0,0,0,0
"ENSMUSG00000080415",0,0,0,0,0,0,0
"ENSMUSG00000080419",0,0,0,0,0,0,0
"ENSMUSG00000080424",0,0,0,0,0,0,0
"ENSMUSG00000080425",0,0,0,0,0,0,0
"ENSMUSG00000080427",0,0,0,0,0,0,0
"ENSMUSG00000080428",0,0,0,0,0,0,0
"ENSMUSG00000080430",0,0,0,0,0,0,0
